번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,WGS84위도,WGS84경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
822,개방화장실,국제시장 4공구,"부산광역시 중구 국제시장2길 19, 국제시장4공구 (신창동4가)",부산광역시 중구 신창동4가 34-1,Y,4,5,0,0,0,0,7,0,0,국제시장 번영회,,09~18,,35.10112037,129.0283073,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
823,개방화장실,신동아시장,"부산광역시 중구 자갈치로 42, 신동아빌딩 (남포동5가)",부산광역시 중구 남포동5가 92,Y,15,26,0,0,0,0,13,0,0,신동아시장 번영회,,09~18,,35.09672134,129.0286701,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
824,개방화장실,신천지시장,"부산광역시 중구 자갈치로 33, 신천지 (남포동6가)",부산광역시 중구 남포동6가 3,Y,6,22,0,0,0,0,5,0,0,신천지시장 번영회,,09~18,,35.09705479,129.0278397,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
825,개방화장실,SK고려주유소,부산광역시 중구 대청로 153 (중앙동5가),부산광역시 중구 중앙동5가 60,Y,2,2,0,0,0,0,2,0,0,SK고려주유소,,상시,,35.10314713,129.0368177,민간,주유소·충전소,수세식,N,없음,Y,N,없음,,2021-10-25
826,개방화장실,GS제일주유소,부산광역시 중구 중구로 194 (영주동),부산광역시 중구 영주동 556-4,Y,2,2,0,0,0,0,2,0,0,GS제일주유소,,상시,,35.11174152,129.0347959,민간,주유소·충전소,수세식,N,없음,Y,N,없음,,2021-10-25
827,개방화장실,메리놀병원,"부산광역시 중구 중구로 121, 메리놀병원 (대청동4가)",부산광역시 중구 대청동4가 12-9,Y,67,54,0,0,0,0,75,0,0,메리놀병원,,09~18,,35.10765062,129.0329882,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
828,개방화장실,수협공판장,부산광역시 중구 자갈치해안로 70 (남포동4가),부산광역시 중구 남포동4가 37-14,Y,1,2,0,0,0,0,1,0,0,수협,,09~18,,35.0969241,129.0326559,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
829,개방화장실,부평맨션,"부산광역시 중구 흑교로 34 (부평동2가, 부평맨션)",부산광역시 중구 부평동2가 77,Y,3,3,0,0,0,0,3,0,0,부평맨션,,09~18,,35.10246551,129.0255895,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
830,개방화장실,남포문고,"부산광역시 중구 중구로 13, 서암빌딩 (부평동1가)",부산광역시 중구 부평동1가 45-9,Y,3,3,0,0,0,0,3,0,0,남포문고,,09~18,,35.09898022,129.0274483,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
831,개방화장실,롯데시네마 대영점,부산광역시 중구 비프광장로 37 (남포동5가),부산광역시 중구 남포동5가 12-1,Y,22,42,0,0,0,0,42,0,0,롯데시네마,,09~18,,35.09860746,129.0294693,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
832,개방화장실,메가박스,부산광역시 중구 비프광장로 28 (남포동5가),부산광역시 중구 남포동5가 24-1,Y,7,7,0,0,0,0,12,0,0,메가박스,,09~18,,35.09855456,129.0282152,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
833,개방화장실,농협은행 부산점,부산광역시 중구 광복로 92 (광복동1가),부산광역시 중구 광복동1가 38-1,Y,2,2,0,0,0,0,2,0,0,농협은행,,09~16,,35.09851266,129.0350043,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
834,개방화장실,은산빌딩,"부산광역시 중구 해관로 65, 은산빌딩 (중앙동4가)",부산광역시 중구 중앙동4가 36-14,Y,20,28,0,0,0,0,15,0,0,은산빌딩,,09~18,,35.10471679,129.0353053,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
835,개방화장실,부산은행 신창지점,부산광역시 중구 광복중앙로 13 (신창동1가),부산광역시 중구 신창동1가 8-2,Y,2,2,0,0,0,0,2,0,0,부산은행,,09~18,,35.10060119,129.0309021,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
836,개방화장실,부산은행 부평지점,부산광역시 중구 대청로 56 (부평동2가),부산광역시 중구 부평동2가 2-1,Y,11,10,0,0,0,0,10,0,0,부산은행,,09~18,,35.10281903,129.0260803,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
837,개방화장실,호텔노아,부산광역시 중구 자갈치로47번길 3-1 (남포동5가),부산광역시 중구 남포동5가 80-1,Y,1,1,0,0,0,0,1,0,0,호텔노아,,09~18,,35.09748523,129.0292861,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
838,개방화장실,월드밸리,"부산광역시 중구 대청로 60, 월드밸리 (부평동2가)",부산광역시 중구 부평동2가 2,Y,2,2,0,0,0,0,2,0,0,월드밸리,,09~18,,35.10280429,129.0263584,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
839,개방화장실,동아일보사옥,부산광역시 중구 중앙대로 87 (중앙동4가),부산광역시 중구 중앙동4가 53-11,Y,10,18,0,0,0,0,9,0,0,동아일보,,09~18,,35.10546983,129.0359266,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
840,개방화장실,송남빌딩,부산광역시 중구 중앙대로 160 (중앙동4가),부산광역시 중구 중앙동4가 76-1,Y,7,11,0,0,0,0,13,0,0,송남빌딩,,09~18,,35.11154255,129.0383881,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
841,개방화장실,(주)대한항공,부산광역시 중구 중앙대로 146 (중앙동4가),부산광역시 중구 중앙동4가 77-1,Y,27,26,0,0,0,0,18,0,0,대한항공,,09~18,,35.11032968,129.0379905,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
842,개방화장실,흥우빌딩,부산광역시 중구 중앙대로 96 (중앙동4가),부산광역시 중구 중앙동4가 89-2,Y,32,48,0,0,0,0,32,0,0,흥우빌딩,,09~18,,35.1062753,129.0365756,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
843,개방화장실,유창빌딩,부산광역시 중구 중앙대로 72 (중앙동4가),부산광역시 중구 중앙동4가 25-2,Y,27,27,0,0,0,0,26,0,0,유창빌딩,,09~18,,35.10416835,129.0367634,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
844,개방화장실,무역협회 부산지부,"부산광역시 중구 충장대로 11, 무역회관빌딩 (중앙동4가)",부산광역시 중구 중앙동4가 87-7,Y,3,4,0,0,0,0,5,0,0,무역협회,,09~18,,35.10581862,129.0377366,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
845,개방화장실,마린센타,"부산광역시 중구 충장대로9번길 52, 마린센터빌딩 (중앙동4가)",부산광역시 중구 중앙동4가 79-1,Y,37,56,0,0,0,0,38,0,0,마린센타,,09~18,,35.11011386,129.0389059,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
846,개방화장실,용두산 공영주차장,"부산광역시 중구 대청로 120, 용두산공영주차장 (대청동1가)",부산광역시 중구 대청동1가 43-1 용두산공영주차장,N,1,1,0,0,0,0,2,0,0,중구청 교통행정과,,상시,2011-01,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-01-05
847,개방화장실,보수 공영주차장,부산광역시 중구 중구로75번길 25(보수동1가),부산광역시 중구 보수동1가 146-18,Y,1,1,0,0,0,0,0,0,0,중구청 교통행정과,,상시,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-01-05
848,개방화장실,신창 공영주차장,"부산광역시 중구 광복로35번길 35, 신창동공영주차장 (신창동3가)",부산광역시 중구 신창동3가 39 신창동공영주차장,Y,1,1,0,0,0,0,0,0,0,중구청 교통행정과,,상시,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-01-05
849,개방화장실,중앙도서관,"부산광역시 중구 망양로193번길 146, 중앙도서관 (보수동1가)",부산광역시 중구 보수동1가 산 3-41 중앙도서관,N,16,14,1,1,0,0,18,1,0,부산광역시,,09:00~18:00,2011-01,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-01-05
850,개방화장실,중앙 공영주차장,부산광역시 중구 대청로135번길 36(중앙동4가),부산광역시 중구 중앙동4가 52-3,N,1,0,0,0,0,0,1,0,0,중구청 교통행정과,,상시,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-01-05
851,개방화장실,광일초등학교,"부산광역시 중구 중구로 74, 광일초등학교 (대청동4가)",부산광역시 중구 대청동4가 95 광일초등학교,N,32,58,0,0,0,0,47,0,0,광일초등학교,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-01-05
852,개방화장실,보수초등학교,"부산광역시 중구 흑교로 74, 보수초등학교 (보수동1가)",부산광역시 중구 보수동1가 50-1 보수초등학교,N,13,24,0,0,0,0,23,0,0,보수초등학교,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-01-05
853,개방화장실,봉래초등학교,"부산광역시 중구 대영로226번길 15, 봉래초등학교 (영주동)",부산광역시 중구 영주동 582-2 봉래초등학교,N,23,58,0,0,0,0,47,0,0,봉래초등학교,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-01-05
854,개방화장실,덕원중학교,"부산광역시 중구 망양로 356, 덕원중학교 (영주동)",부산광역시 중구 영주동 446-2 덕원중학교,N,14,22,0,0,0,0,2,0,0,덕원중학교,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-01-05
855,개방화장실,혜광고등학교,부산광역시 중구 망양로259번길 5(보수동1가),부산광역시 중구 보수동1가 2-420,N,43,56,0,0,0,0,3,0,0,혜광고등학교,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-01-05
856,개방화장실,동주여자고등학교,"부산광역시 중구 광복중앙로 18, 동주여자고등학교 (광복동3가)",부산광역시 중구 광복동3가 3-1 동주여자고등학교,N,3,5,0,0,0,0,62,0,0,동주여자고등학교,,09:00 ~ 18:00,,,,공공기관,공공용시설,수세식,N,없음,Y,N,없음,,2022-01-24
857,개방화장실,감만2동 주민센터 1층,부산광역시 남구 석포로 32-1,,Y,1,1,1,0,0,0,0,0,0,부산광역시 남구청,051-607-6841,24시간,1979-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,2015-01,2020-01-01
858,개방화장실,감만2동 주민센터 2층,부산광역시 남구 석포로 32-1,,N,1,1,0,0,0,0,1,0,0,부산광역시 남구청,051-607-6841,24시간,1979-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,2015-01,2020-01-01
859,개방화장실,문현4동 주민복합센터 2층,부산광역시 남구 장고개로 79,,N,2,2,0,0,0,0,2,0,0,부산광역시 남구청,051-607-6962,4시간,2007-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-01-01
860,개방화장실,문현4동 주민복합센터 3층,부산광역시 남구 장고개로 79,,Y,1,0,0,0,0,0,1,0,0,부산광역시 남구청,051-607-6962,4시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-01-01
861,개방화장실,문현1동 행정복지센터 1층,부산광역시 남구 고동골로60번길 1,,N,1,1,1,0,0,0,1,0,0,부산광역시 남구청,051-607-6906,9시간,1978-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,2002-01,2021-12-31
862,개방화장실,문현1동 행정복지센터3층동대본부,부산광역시 남구 고동골로60번길 1,,Y,1,1,0,0,0,0,0,0,0,부산광역시 남구청,051-607-6906,9시간,1978-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,2013-01,2021-12-31
863,개방화장실,용호4동주민센터 1층,부산광역시 남구 용호로216번길 10,부산광역시 남구 용호동 533-23,N,1,1,0,0,0,0,1,0,0,부산광역시 남구청,051-607-6781,9시간,1984-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,2016-01,2022-01-01
864,개방화장실,용호4동주민센터2층쌈지도서관,부산광역시 남구 용호로216번길 10,부산광역시 남구 용호동 533-23,Y,2,1,0,0,0,0,0,0,0,부산광역시 남구청,051-607-6781,9시간,2002-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,2016-01,2022-01-01
865,개방화장실,용호4동주민센터 3층(중대본부),부산광역시 남구 용호로216번길 10,부산광역시 남구 용호동 533-23,Y,1,1,0,0,0,0,0,0,0,부산광역시 남구청,051-607-6781,9시간,2002-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-01-01
866,개방화장실,용호3동주민센터 1층,부산광역시 남구 동명로145번길 33,,N,1,1,1,0,0,0,1,1,0,부산광역시 남구청,051-607-6764,9시간,1983-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,2016-01,2022-01-01
867,개방화장실,용호3동주민센터 3층,부산광역시 남구 동명로145번길 33,,Y,2,0,0,0,0,0,0,0,0,부산광역시 남구청,051-607-6764,9시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-01-01
868,개방화장실,남구보건소 1층,"부산광역시 남구 못골로 23 (대연동, 남구보건소)",부산광역시 남구 대연동 1268-3,N,3,5,1,0,1,0,3,1,1,부산광역시 남구보건소,051-607-6401,9시간,2000-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-01-01
869,개방화장실,남구보건소 2층,"부산광역시 남구 못골로 23 (대연동, 남구보건소)",부산광역시 남구 대연동 1268-3,N,3,5,1,0,0,0,3,1,0,부산광역시 남구보건소,051-607-6401,9시간,2010-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-01-01
870,개방화장실,남구보건소 3층,"부산광역시 남구 못골로 23 (대연동, 남구보건소)",부산광역시 남구 대연동 1268-3,N,3,5,1,0,0,0,3,1,0,부산광역시 남구보건소,051-607-6401,9시간,2010-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-01-01
871,개방화장실,용호2동주민센터 1층,"부산광역시 남구 용호로197번길 41 (용호동, 용호2동주민센터)",,N,1,1,1,0,0,0,1,1,0,부산광역시 남구청,051-607-4808,9시간,1975-01,,,지방자치단체,공공용시설,수세식,N,없음,N,Y,여자화장실,2018-01,2022-01-01
872,개방화장실,용호2동주민센터 2층,"부산광역시 남구 용호로197번길 41 (용호동, 용호2동주민센터)",,N,1,1,0,0,0,0,0,0,0,부산광역시 남구청,051-607-4808,9시간,1975-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,2018-01,2022-01-01
873,개방화장실,남부교육지원청 1층,부산광역시 남구 못골로 29,,N,2,3,1,0,0,0,3,1,0,남부교육지원청,051-640-0315,8시간,2004-01,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,2019-01,2022-01-01
874,개방화장실,남부교육지원청 2층,부산광역시 남구 못골로 29,,N,2,3,0,0,0,0,3,0,0,남부교육지원청,051-640-0315,8시간,2004-01,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,2019-01,2022-01-01
875,개방화장실,남부교육지원청 3층,부산광역시 남구 못골로 29,,N,2,3,0,0,0,0,3,0,0,남부교육지원청,051-640-0315,8시간,2004-01,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,2019-01,2022-01-01
876,개방화장실,남부교육지원청 4층,부산광역시 남구 못골로 29,,N,2,3,0,0,0,0,3,0,0,남부교육지원청,051-640-0315,8시간,2004-01,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,2019-01,2022-01-01
877,개방화장실,남부교육지원청 5층,부산광역시 남구 못골로 29,,N,2,3,0,0,0,0,3,0,0,남부교육지원청,051-640-0315,8시간,2004-01,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,2019-01,2022-01-01
878,개방화장실,용호1동행정복지센터 1층,"부산광역시 남구 용호로42번길 140(용호동, 용호1동행정복지센터)",,N,1,1,1,1,0,0,2,1,0,부산광역시 남구청,051-607-4807,9시간,1990-01,,,지방자치단체,공공용시설,수세식,Y,남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2022-01-01
879,개방화장실,용호1동행정복지센터 2층,"부산광역시 남구 용호로42번길 140(용호동, 용호1동행정복지센터)",,Y,1,1,0,0,0,0,1,0,0,부산광역시 남구청,051-607-4807,9시간,1990-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-01-01
880,공중화장실,오리중앙공원,,부산광역시 기장군 장안읍 오리 1119-4,N,1,2,0,0,0,0,2,1,0,기장군도시관리공단,,상시,2021-04,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,N,없음,,2022-02-04
881,공중화장실,삼성숲공원,,부산광역시 기장군 일광면 삼성리 790,N,1,1,0,0,0,0,2,0,0,기장군도시관리공단,,상시,2021-04,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,N,없음,,2022-02-04
882,공중화장실,아라공원,,부산광역시 기장군 일광면 삼성리 801,N,1,2,0,0,0,0,3,0,0,기장군도시관리공단,,상시,2021-04,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,N,없음,,2022-02-04
883,공중화장실,장전주민쉼터,,부산광역시 기장군 철마면 장전리 583-29,N,1,2,0,0,0,0,2,0,0,기장군도시관리공단,,상시,2021-07,,,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2022-02-04
884,공중화장실,부산환경공단,,부산광역시 기장군 일광면 삼성리 860,N,2,3,1,0,0,0,5,1,0,기장군도시관리공단,,상시,2021-09,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2022-02-04
885,개방화장실,용호1동현장민원실,"부산광역시 남구 신선로 566-2, 1층(용호동, 용호1동현장민원실)",,N,2,1,1,0,0,0,2,0,0,부산광역시 남구청,051-607-4807,9시간,2007-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-01-01
886,개방화장실,부산환경공단남부사업소체육공원,부산광역시 남구 이기대공원로 11 (용호동),부산광역시 남구 용호동 12,N,5,6,1,0,0,0,5,1,0,부산환경공단 남부사업소,051-713-0125,24시간,1996-01,,,공공기관,공공용시설,수세식,Y,여자화장실,N,N,없음,,2021-12-31
